Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
"Min, saya ingin bertanya. Kalau nomor hp yang di masukkan pada saat vaksin ternyata sudah tidak aktif. Bagaimana cara saya mendapat sertifikat?",min saya ingin bertanya kalau nomor hp yang di masukkan pada saat vaksin ternyata sudah tidak aktif bagaimana cara saya mendapat sertifikat,min saya ingin bertanya kalau nomor hp yang di masukkan pada saat vaksin ternyata sudah tidak aktif bagaimana cara saya mendapat sertifikat,"['min', 'saya', 'ingin', 'bertanya', 'kalau', 'nomor', 'hp', 'yang', 'di', 'masukkan', 'pada', 'saat', 'vaksin', 'ternyata', 'sudah', 'tidak', 'aktif', 'bagaimana', 'cara', 'saya', 'mendapat', 'sertifikat']","['min', 'nomor', 'hp', 'masukkan', 'vaksin', 'aktif', 'sertifikat']","['min', 'nomor', 'hp', 'masuk', 'vaksin', 'aktif', 'sertifikat']",admin nomor hp masuk vaksin aktif sertifikat
Min bs info loaksi vaksin?,min bs info loaksi vaksin,min bs info loaksi vaksin,"['min', 'bs', 'info', 'loaksi', 'vaksin']","['min', 'bs', 'info', 'loaksi', 'vaksin']","['min', 'bs', 'info', 'loaksi', 'vaksin']",admin bisa informasi lokasi vaksin
Nanti alasan gudang vaksinnkebakaran capek deh p menteri,nanti alasan gudang vaksinnkebakaran capek deh p menteri,nanti alasan gudang vaksinnkebakaran capek deh p menteri,"['nanti', 'alasan', 'gudang', 'vaksinnkebakaran', 'capek', 'deh', 'p', 'menteri']","['alasan', 'gudang', 'vaksinnkebakaran', 'capek', 'deh', 'p', 'menteri']","['alas', 'gudang', 'vaksinnkebakaran', 'capek', 'deh', 'p', 'menteri']",alas gudang vaksin bakar capek deh p menteri
Mau di vaksin atau tdk sma sja.. yg d vaksin malah yg kena terus,mau di vaksin atau tdk sma sja yg d vaksin malah yg kena terus,mau di vaksin atau tdk sma sja yg d vaksin malah yg kena terus,"['mau', 'di', 'vaksin', 'atau', 'tdk', 'sma', 'sja', 'yg', 'd', 'vaksin', 'malah', 'yg', 'kena', 'terus']","['vaksin', 'tdk', 'sma', 'sja', 'yg', 'd', 'vaksin', 'yg', 'kena']","['vaksin', 'tdk', 'sma', 'sja', 'yg', 'd', 'vaksin', 'yg', 'kena']",vaksin tidak sama saja yang di vaksin yang kena
Halloo bisa kasih bantuan gak? Sertifikat vaksin saya tidak muncul di web PeduliLindungi. Saya harus begaimana?,halloo bisa kasih bantuan gak sertifikat vaksin saya tidak muncul di web pedulilindungi saya harus begaimana,halloo bisa kasih bantuan gak sertifikat vaksin saya tidak muncul di web pedulilindungi saya harus begaimana,"['halloo', 'bisa', 'kasih', 'bantuan', 'gak', 'sertifikat', 'vaksin', 'saya', 'tidak', 'muncul', 'di', 'web', 'pedulilindungi', 'saya', 'harus', 'begaimana']","['halloo', 'kasih', 'bantuan', 'gak', 'sertifikat', 'vaksin', 'muncul', 'web', 'pedulilindungi', 'begaimana']","['halloo', 'kasih', 'bantu', 'gak', 'sertifikat', 'vaksin', 'muncul', 'web', 'pedulilindungi', 'begaimana']",halo kasih bantu tidak sertifikat vaksin muncul web pedulilindungi bagaimana
Pengen di vaksin tp tngl di tanggerang ktp jakarta.mau mau vaksin ppkm.trs daftar vaksin tanpa syrat pada penuh gmn donk,pengen di vaksin tp tngl di tanggerang ktp jakartamau mau vaksin ppkmtrs daftar vaksin tanpa syrat pada penuh gmn donk,pengen di vaksin tp tngl di tanggerang ktp jakartamau mau vaksin ppkmtrs daftar vaksin tanpa syrat pada penuh gmn donk,"['pengen', 'di', 'vaksin', 'tp', 'tngl', 'di', 'tanggerang', 'ktp', 'jakartamau', 'mau', 'vaksin', 'ppkmtrs', 'daftar', 'vaksin', 'tanpa', 'syrat', 'pada', 'penuh', 'gmn', 'donk']","['pengen', 'vaksin', 'tp', 'tngl', 'tanggerang', 'ktp', 'jakartamau', 'vaksin', 'ppkmtrs', 'daftar', 'vaksin', 'syrat', 'penuh', 'gmn', 'donk']","['ken', 'vaksin', 'tp', 'tngl', 'tanggerang', 'ktp', 'jakartamau', 'vaksin', 'ppkmtrs', 'daftar', 'vaksin', 'syrat', 'penuh', 'gmn', 'donk']",ingin vaksin tapi tanggal tangerang ktp jakarta mau vaksin ppkm terus daftar vaksin syarat penuh bagaimana dong
Hai @kemenkes_ri 119 ga bs di hubungi terus menanyakan vaksin,hai ga bs di hubungi terus menanyakan vaksin,hai ga bs di hubungi terus menanyakan vaksin,"['hai', 'ga', 'bs', 'di', 'hubungi', 'terus', 'menanyakan', 'vaksin']","['hai', 'ga', 'bs', 'hubungi', 'vaksin']","['hai', 'ga', 'bs', 'hubung', 'vaksin']",hai tidak bisa hubung vaksin
"saya juga maunya vaksin min,tapi koq susah.daftar online penuh2 mulu, tanya k puskesmas trdkt jwbnnya d puskesmas bkn utk umum..lah terus gimana ??",saya juga maunya vaksin mintapi koq susahdaftar online penuh mulu tanya k puskesmas trdkt jwbnnya d puskesmas bkn utk umumlah terus gimana ,saya juga maunya vaksin mintapi koq susahdaftar online penuh mulu tanya k puskesmas trdkt jwbnnya d puskesmas bkn utk umumlah terus gimana ,"['saya', 'juga', 'maunya', 'vaksin', 'mintapi', 'koq', 'susahdaftar', 'online', 'penuh', 'mulu', 'tanya', 'k', 'puskesmas', 'trdkt', 'jwbnnya', 'd', 'puskesmas', 'bkn', 'utk', 'umumlah', 'terus', 'gimana']","['maunya', 'vaksin', 'mintapi', 'koq', 'susahdaftar', 'online', 'penuh', 'mulu', 'k', 'puskesmas', 'trdkt', 'jwbnnya', 'd', 'puskesmas', 'bkn', 'utk', 'umumlah', 'gimana']","['mau', 'vaksin', 'mintapi', 'koq', 'susahdaftar', 'online', 'penuh', 'mulu', 'k', 'puskesmas', 'trdkt', 'jwbnnya', 'd', 'puskesmas', 'bkn', 'utk', 'umum', 'gimana']",mau vaksin admin tapi kok susah daftar online penuh melulu ke puskesmas dekat jawab di puskesmas bukan untuk umum bagaimana
Pak kalau sy mau di vaksin astrazaneka dimana dapat nya?di puskesmas atau rs manakah?,pak kalau sy mau di vaksin astrazaneka dimana dapat nyadi puskesmas atau rs manakah,pak kalau sy mau di vaksin astrazaneka dimana dapat nyadi puskesmas atau rs manakah,"['pak', 'kalau', 'sy', 'mau', 'di', 'vaksin', 'astrazaneka', 'dimana', 'dapat', 'nyadi', 'puskesmas', 'atau', 'rs', 'manakah']","['sy', 'vaksin', 'astrazaneka', 'dimana', 'nyadi', 'puskesmas', 'rs', 'manakah']","['sy', 'vaksin', 'astrazaneka', 'mana', 'nyadi', 'puskesmas', 'rs', 'mana']",saya vaksin astrazeneca mana nya di puskesmas rumah sakit mana
"Pak.. Tanya, kapan vaksin utk anak usia sekolah 12 - 17 th. Putra saya usia 16, SMA kls XI. Masuk umum blm bisa, masuk gol usia sekolah bentar lagi mau lewat.",pak tanya kapan vaksin utk anak usia sekolah th putra saya usia sma kls xi masuk umum blm bisa masuk gol usia sekolah bentar lagi mau lewat,pak tanya kapan vaksin utk anak usia sekolah th putra saya usia sma kls xi masuk umum blm bisa masuk gol usia sekolah bentar lagi mau lewat,"['pak', 'tanya', 'kapan', 'vaksin', 'utk', 'anak', 'usia', 'sekolah', 'th', 'putra', 'saya', 'usia', 'sma', 'kls', 'xi', 'masuk', 'umum', 'blm', 'bisa', 'masuk', 'gol', 'usia', 'sekolah', 'bentar', 'lagi', 'mau', 'lewat']","['vaksin', 'utk', 'anak', 'usia', 'sekolah', 'th', 'putra', 'usia', 'sma', 'kls', 'xi', 'masuk', 'blm', 'masuk', 'gol', 'usia', 'sekolah', 'bentar']","['vaksin', 'utk', 'anak', 'usia', 'sekolah', 'th', 'putra', 'usia', 'sma', 'kls', 'xi', 'masuk', 'blm', 'masuk', 'gol', 'usia', 'sekolah', 'bentar']",vaksin untuk anak usia sekolah tahun putra usia sama kelas xi masuk belum masuk golongan usia sekolah bentar
"Maaf mau tanya @kemenkes_ri , kan hari ini sy vaksin pertama, katanya vaksin kedua tanggal 6 Agustus. Sedangkan 7 Agustus sedangkan tanggal itu sy insyaallah belum pulang ke kota sy. Bisa gak sy vaksin keduanya di luar kota?, Dan kalau boleh apa saja syaratnya... Terima kasih",maaf mau tanya kan hari ini sy vaksin pertama katanya vaksin kedua tanggal agustus sedangkan agustus sedangkan tanggal itu sy insyaallah belum pulang ke kota sy bisa gak sy vaksin keduanya di luar kota dan kalau boleh apa saja syaratnya terima kasih,maaf mau tanya kan hari ini sy vaksin pertama katanya vaksin kedua tanggal agustus sedangkan agustus sedangkan tanggal itu sy insyaallah belum pulang ke kota sy bisa gak sy vaksin keduanya di luar kota dan kalau boleh apa saja syaratnya terima kasih,"['maaf', 'mau', 'tanya', 'kan', 'hari', 'ini', 'sy', 'vaksin', 'pertama', 'katanya', 'vaksin', 'kedua', 'tanggal', 'agustus', 'sedangkan', 'agustus', 'sedangkan', 'tanggal', 'itu', 'sy', 'insyaallah', 'belum', 'pulang', 'ke', 'kota', 'sy', 'bisa', 'gak', 'sy', 'vaksin', 'keduanya', 'di', 'luar', 'kota', 'dan', 'kalau', 'boleh', 'apa', 'saja', 'syaratnya', 'terima', 'kasih']","['maaf', 'sy', 'vaksin', 'vaksin', 'tanggal', 'agustus', 'agustus', 'tanggal', 'sy', 'insyaallah', 'pulang', 'kota', 'sy', 'gak', 'sy', 'vaksin', 'kota', 'syaratnya', 'terima', 'kasih']","['maaf', 'sy', 'vaksin', 'vaksin', 'tanggal', 'agustus', 'agustus', 'tanggal', 'sy', 'insyaallah', 'pulang', 'kota', 'sy', 'gak', 'sy', 'vaksin', 'kota', 'syarat', 'terima', 'kasih']",maaf saya vaksin vaksin tanggal agustus agustus tanggal saya insyaallah pulang kota saya tidak saya vaksin kota syarat terima kasih
Saran: buat yang menghindar dari vaksin. Lebih dipersulit lagi kalo mau ngapa2in terutama yg di daerah. Karena untuk kebaikan bersama juga. Di daerah saya banyak yang menolak vaksin ??,saran buat yang menghindar dari vaksin lebih dipersulit lagi kalo mau ngapain terutama yg di daerah karena untuk kebaikan bersama juga di daerah saya banyak yang menolak vaksin ,saran buat yang menghindar dari vaksin lebih dipersulit lagi kalo mau ngapain terutama yg di daerah karena untuk kebaikan bersama juga di daerah saya banyak yang menolak vaksin ,"['saran', 'buat', 'yang', 'menghindar', 'dari', 'vaksin', 'lebih', 'dipersulit', 'lagi', 'kalo', 'mau', 'ngapain', 'terutama', 'yg', 'di', 'daerah', 'karena', 'untuk', 'kebaikan', 'bersama', 'juga', 'di', 'daerah', 'saya', 'banyak', 'yang', 'menolak', 'vaksin']","['saran', 'menghindar', 'vaksin', 'dipersulit', 'kalo', 'ngapain', 'yg', 'daerah', 'kebaikan', 'daerah', 'menolak', 'vaksin']","['saran', 'hindar', 'vaksin', 'sulit', 'kalo', 'ngapain', 'yg', 'daerah', 'baik', 'daerah', 'tolak', 'vaksin']",saran hindar vaksin sulit kalau ngapain yang daerah baik daerah tolak vaksin
Ibu saya sudah vaksin. Ssharusnya di sms kan ya link untuk download sertifikat vaksinnya. Tapi tidak ada sms juga sudah hari ke 2 vaksin ini,ibu saya sudah vaksin ssharusnya di sms kan ya link untuk download sertifikat vaksinnya tapi tidak ada sms juga sudah hari ke vaksin ini,ibu saya sudah vaksin ssharusnya di sms kan ya link untuk download sertifikat vaksinnya tapi tidak ada sms juga sudah hari ke vaksin ini,"['ibu', 'saya', 'sudah', 'vaksin', 'ssharusnya', 'di', 'sms', 'kan', 'ya', 'link', 'untuk', 'download', 'sertifikat', 'vaksinnya', 'tapi', 'tidak', 'ada', 'sms', 'juga', 'sudah', 'hari', 'ke', 'vaksin', 'ini']","['vaksin', 'ssharusnya', 'sms', 'ya', 'link', 'download', 'sertifikat', 'vaksinnya', 'sms', 'vaksin']","['vaksin', 'ssharusnya', 'sms', 'ya', 'link', 'download', 'sertifikat', 'vaksin', 'sms', 'vaksin']",vaksin harus sms ya link download sertifikat vaksin sms vaksin
Tolong di jaga kenapa bisa 2  gudang vaksin di jakarta terbakar? Apa tidak ada penjagaan? Bersatu lah saudara ku setanah air. Kita buat Indonesia hijau kembali. Ikutin aturan dan tetap 5 M. Ayo kita lawan COVID-19. Sayangilah diri sendiri da. Keluarga mu.,tolong di jaga kenapa bisa gudang vaksin di jakarta terbakar apa tidak ada penjagaan bersatu lah saudara ku setanah air kita buat indonesia hijau kembali ikutin aturan dan tetap m ayo kita lawan covid sayangilah diri sendiri da keluarga mu,tolong di jaga kenapa bisa gudang vaksin di jakarta terbakar apa tidak ada penjagaan bersatu lah saudara ku setanah air kita buat indonesia hijau kembali ikutin aturan dan tetap m ayo kita lawan covid sayangilah diri sendiri da keluarga mu,"['tolong', 'di', 'jaga', 'kenapa', 'bisa', 'gudang', 'vaksin', 'di', 'jakarta', 'terbakar', 'apa', 'tidak', 'ada', 'penjagaan', 'bersatu', 'lah', 'saudara', 'ku', 'setanah', 'air', 'kita', 'buat', 'indonesia', 'hijau', 'kembali', 'ikutin', 'aturan', 'dan', 'tetap', 'm', 'ayo', 'kita', 'lawan', 'covid', 'sayangilah', 'diri', 'sendiri', 'da', 'keluarga', 'mu']","['tolong', 'jaga', 'gudang', 'vaksin', 'jakarta', 'terbakar', 'penjagaan', 'bersatu', 'saudara', 'ku', 'setanah', 'air', 'indonesia', 'hijau', 'ikutin', 'aturan', 'm', 'ayo', 'lawan', 'covid', 'sayangilah', 'da', 'keluarga', 'mu']","['tolong', 'jaga', 'gudang', 'vaksin', 'jakarta', 'bakar', 'jaga', 'satu', 'saudara', 'ku', 'tanah', 'air', 'indonesia', 'hijau', 'ikutin', 'atur', 'm', 'ayo', 'lawan', 'covid', 'sayang', 'da', 'keluarga', 'mu']",tolong jaga gudang vaksin jakarta bakar jaga satu saudara aku tanah air indonesia hijau ikutin atur m ayo lawan covid sayang ada keluarga mau
Apakah boleh vaksin kedua dilakukan di tempat berbeda ? @kemenkes_ri,apakah boleh vaksin kedua dilakukan di tempat berbeda ,apakah boleh vaksin kedua dilakukan di tempat berbeda ,"['apakah', 'boleh', 'vaksin', 'kedua', 'dilakukan', 'di', 'tempat', 'berbeda']","['vaksin', 'berbeda']","['vaksin', 'beda']",vaksin beda
"Ngadain vaksin di cikarang selatan dong, kami pendatang sulit sekali mendapatkan vaksin, tidak punya ktp atau tidak dekat dengan pak RT tidak dapat, badahl pengin di vaksin??",ngadain vaksin di cikarang selatan dong kami pendatang sulit sekali mendapatkan vaksin tidak punya ktp atau tidak dekat dengan pak rt tidak dapat badahl pengin di vaksin,ngadain vaksin di cikarang selatan dong kami pendatang sulit sekali mendapatkan vaksin tidak punya ktp atau tidak dekat dengan pak rt tidak dapat badahl pengin di vaksin,"['ngadain', 'vaksin', 'di', 'cikarang', 'selatan', 'dong', 'kami', 'pendatang', 'sulit', 'sekali', 'mendapatkan', 'vaksin', 'tidak', 'punya', 'ktp', 'atau', 'tidak', 'dekat', 'dengan', 'pak', 'rt', 'tidak', 'dapat', 'badahl', 'pengin', 'di', 'vaksin']","['ngadain', 'vaksin', 'cikarang', 'selatan', 'pendatang', 'sulit', 'vaksin', 'ktp', 'rt', 'badahl', 'pengin', 'vaksin']","['ngadain', 'vaksin', 'cikarang', 'selatan', 'datang', 'sulit', 'vaksin', 'ktp', 'rt', 'badahl', 'pengin', 'vaksin']",ada vaksin cikarang selatan datang sulit vaksin ktp rt padahal ingin vaksin
Min HBS vaksin demam panas dingin aman kah?,min hbs vaksin demam panas dingin aman kah,min hbs vaksin demam panas dingin aman kah,"['min', 'hbs', 'vaksin', 'demam', 'panas', 'dingin', 'aman', 'kah']","['min', 'hbs', 'vaksin', 'demam', 'panas', 'dingin', 'aman', 'kah']","['min', 'hbs', 'vaksin', 'demam', 'panas', 'dingin', 'aman', 'kah']",admin habis vaksin demam panas dingin aman kah
Nama di sertifikat vaksin ngak sesuai ktp aku harus begimana ??,nama di sertifikat vaksin ngak sesuai ktp aku harus begimana ,nama di sertifikat vaksin ngak sesuai ktp aku harus begimana ,"['nama', 'di', 'sertifikat', 'vaksin', 'ngak', 'sesuai', 'ktp', 'aku', 'harus', 'begimana']","['nama', 'sertifikat', 'vaksin', 'ngak', 'sesuai', 'ktp', 'begimana']","['nama', 'sertifikat', 'vaksin', 'ngak', 'sesuai', 'ktp', 'begimana']",nama sertifikat vaksin tidak sesuai ktp bagaimana
"Min ko daerah sampang , Cilacap masih belum ada vaksin pdhal smakin hari semakin banyak yg kena covid dan persyaratan perjalanan jga pakai kartu vaksin jadi masyarakat yg ada keperluan ke luar kota sangat kesulitan",min ko daerah sampang cilacap masih belum ada vaksin pdhal smakin hari semakin banyak yg kena covid dan persyaratan perjalanan jga pakai kartu vaksin jadi masyarakat yg ada keperluan ke luar kota sangat kesulitan,min ko daerah sampang cilacap masih belum ada vaksin pdhal smakin hari semakin banyak yg kena covid dan persyaratan perjalanan jga pakai kartu vaksin jadi masyarakat yg ada keperluan ke luar kota sangat kesulitan,"['min', 'ko', 'daerah', 'sampang', 'cilacap', 'masih', 'belum', 'ada', 'vaksin', 'pdhal', 'smakin', 'hari', 'semakin', 'banyak', 'yg', 'kena', 'covid', 'dan', 'persyaratan', 'perjalanan', 'jga', 'pakai', 'kartu', 'vaksin', 'jadi', 'masyarakat', 'yg', 'ada', 'keperluan', 'ke', 'luar', 'kota', 'sangat', 'kesulitan']","['min', 'ko', 'daerah', 'sampang', 'cilacap', 'vaksin', 'pdhal', 'smakin', 'yg', 'kena', 'covid', 'persyaratan', 'perjalanan', 'jga', 'pakai', 'kartu', 'vaksin', 'masyarakat', 'yg', 'keperluan', 'kota', 'kesulitan']","['min', 'ko', 'daerah', 'sampang', 'cilacap', 'vaksin', 'pdhal', 'smakin', 'yg', 'kena', 'covid', 'syarat', 'jalan', 'jga', 'pakai', 'kartu', 'vaksin', 'masyarakat', 'yg', 'perlu', 'kota', 'sulit']",admin kok daerah sampang cilacap vaksin padahal makin yang kena covid syarat jalan juga pakai kartu vaksin masyarakat yang perlu kota sulit
Daftar vaksin lama banget d puskesmas purnama pontianak....8 hari lom dpanggil2,daftar vaksin lama banget d puskesmas purnama pontianak hari lom dpanggil,daftar vaksin lama banget d puskesmas purnama pontianak hari lom dpanggil,"['daftar', 'vaksin', 'lama', 'banget', 'd', 'puskesmas', 'purnama', 'pontianak', 'hari', 'lom', 'dpanggil']","['daftar', 'vaksin', 'banget', 'd', 'puskesmas', 'purnama', 'pontianak', 'lom', 'dpanggil']","['daftar', 'vaksin', 'banget', 'd', 'puskesmas', 'purnama', 'pontianak', 'lom', 'dpanggil']",daftar vaksin banget di puskesmas purnama pontianak belum panggil
Semoga distribusinya segera merata hingga ke pelosok nusantara terutama yg faskesnya kurang memadai. Vaksin bs jadi salah satu jalan utk meminimalisasi efek buruk akibat paparan covid.,semoga distribusinya segera merata hingga ke pelosok nusantara terutama yg faskesnya kurang memadai vaksin bs jadi salah satu jalan utk meminimalisasi efek buruk akibat paparan covid,semoga distribusinya segera merata hingga ke pelosok nusantara terutama yg faskesnya kurang memadai vaksin bs jadi salah satu jalan utk meminimalisasi efek buruk akibat paparan covid,"['semoga', 'distribusinya', 'segera', 'merata', 'hingga', 'ke', 'pelosok', 'nusantara', 'terutama', 'yg', 'faskesnya', 'kurang', 'memadai', 'vaksin', 'bs', 'jadi', 'salah', 'satu', 'jalan', 'utk', 'meminimalisasi', 'efek', 'buruk', 'akibat', 'paparan', 'covid']","['semoga', 'distribusinya', 'merata', 'pelosok', 'nusantara', 'yg', 'faskesnya', 'memadai', 'vaksin', 'bs', 'salah', 'jalan', 'utk', 'meminimalisasi', 'efek', 'buruk', 'akibat', 'paparan', 'covid']","['moga', 'distribusi', 'rata', 'pelosok', 'nusantara', 'yg', 'faskesnya', 'pada', 'vaksin', 'bs', 'salah', 'jalan', 'utk', 'minimal', 'efek', 'buruk', 'akibat', 'papar', 'covid']",moga distribusi rata pelosok nusantara yang faskes pada vaksin bisa salah jalan untuk minimal efek buruk akibat papar covid
Yuk divaksin ??,yuk divaksin ,yuk divaksin ,"['yuk', 'divaksin']","['yuk', 'divaksin']","['yuk', 'vaksin']",yuk vaksin
Aku sudah vaksin..mau pake apapun merk nya yg penting kita sadar untuk menyelamatkan bangsa...,aku sudah vaksinmau pake apapun merk nya yg penting kita sadar untuk menyelamatkan bangsa,aku sudah vaksinmau pake apapun merk nya yg penting kita sadar untuk menyelamatkan bangsa,"['aku', 'sudah', 'vaksinmau', 'pake', 'apapun', 'merk', 'nya', 'yg', 'penting', 'kita', 'sadar', 'untuk', 'menyelamatkan', 'bangsa']","['vaksinmau', 'pake', 'apapun', 'merk', 'nya', 'yg', 'sadar', 'menyelamatkan', 'bangsa']","['vaksinmau', 'pake', 'apa', 'merk', 'nya', 'yg', 'sadar', 'selamat', 'bangsa']",vaksin mau pakai apa merek nya yang sadar selamat bangsa
"Kakak admin @kemenkes_ri mau tanya, kira2 di wilayah Kab. Bogor ada vaksin lagi kapan ya?",kakak admin mau tanya kira di wilayah kab bogor ada vaksin lagi kapan ya,kakak admin mau tanya kira di wilayah kab bogor ada vaksin lagi kapan ya,"['kakak', 'admin', 'mau', 'tanya', 'kira', 'di', 'wilayah', 'kab', 'bogor', 'ada', 'vaksin', 'lagi', 'kapan', 'ya']","['kakak', 'admin', 'wilayah', 'kab', 'bogor', 'vaksin', 'ya']","['kakak', 'admin', 'wilayah', 'kab', 'bogor', 'vaksin', 'ya']",kakak admin wilayah kabupaten bogor vaksin ya
Min.. Kab. Malang banyak yg susah mau vaksinasi.. Kuota selalu habis.. Mau ikut kota terkendala domisili..,min kab malang banyak yg susah mau vaksinasi kuota selalu habis mau ikut kota terkendala domisili,min kab malang banyak yg susah mau vaksinasi kuota selalu habis mau ikut kota terkendala domisili,"['min', 'kab', 'malang', 'banyak', 'yg', 'susah', 'mau', 'vaksinasi', 'kuota', 'selalu', 'habis', 'mau', 'ikut', 'kota', 'terkendala', 'domisili']","['min', 'kab', 'malang', 'yg', 'susah', 'vaksinasi', 'kuota', 'habis', 'kota', 'terkendala', 'domisili']","['min', 'kab', 'malang', 'yg', 'susah', 'vaksinasi', 'kuota', 'habis', 'kota', 'kendala', 'domisili']",admin kabupaten malang yang susah vaksinasi kuota habis kota kendala domisili
"Jd bulan bulanan bhn percobaan vaksin dari luar, uji klinis tdk bsa di lakukan secara singkat butuh proses dan waktu yg lama, kenapa negara produsen tdk menggunakan sendiri vaksin buatanya? Kenapa malah menjualnya ke negara lain? Kenapa di donasikan ke negara lain? Pertama karena pemerintah di sana tdk mau ambil resiko, kedua ini yg di lakukan penduduknya @worldwidedemonstration",jd bulan bulanan bhn percobaan vaksin dari luar uji klinis tdk bsa di lakukan secara singkat butuh proses dan waktu yg lama kenapa negara produsen tdk menggunakan sendiri vaksin buatanya kenapa malah menjualnya ke negara lain kenapa di donasikan ke negara lain pertama karena pemerintah di sana tdk mau ambil resiko kedua ini yg di lakukan penduduknya ,jd bulan bulanan bhn percobaan vaksin dari luar uji klinis tdk bsa di lakukan secara singkat butuh proses dan waktu yg lama kenapa negara produsen tdk menggunakan sendiri vaksin buatanya kenapa malah menjualnya ke negara lain kenapa di donasikan ke negara lain pertama karena pemerintah di sana tdk mau ambil resiko kedua ini yg di lakukan penduduknya ,"['jd', 'bulan', 'bulanan', 'bhn', 'percobaan', 'vaksin', 'dari', 'luar', 'uji', 'klinis', 'tdk', 'bsa', 'di', 'lakukan', 'secara', 'singkat', 'butuh', 'proses', 'dan', 'waktu', 'yg', 'lama', 'kenapa', 'negara', 'produsen', 'tdk', 'menggunakan', 'sendiri', 'vaksin', 'buatanya', 'kenapa', 'malah', 'menjualnya', 'ke', 'negara', 'lain', 'kenapa', 'di', 'donasikan', 'ke', 'negara', 'lain', 'pertama', 'karena', 'pemerintah', 'di', 'sana', 'tdk', 'mau', 'ambil', 'resiko', 'kedua', 'ini', 'yg', 'di', 'lakukan', 'penduduknya']","['jd', 'bulanan', 'bhn', 'percobaan', 'vaksin', 'uji', 'klinis', 'tdk', 'bsa', 'lakukan', 'singkat', 'butuh', 'proses', 'yg', 'negara', 'produsen', 'tdk', 'vaksin', 'buatanya', 'menjualnya', 'negara', 'donasikan', 'negara', 'pemerintah', 'tdk', 'ambil', 'resiko', 'yg', 'lakukan', 'penduduknya']","['jd', 'bulan', 'bhn', 'coba', 'vaksin', 'uji', 'klinis', 'tdk', 'bsa', 'laku', 'singkat', 'butuh', 'proses', 'yg', 'negara', 'produsen', 'tdk', 'vaksin', 'buatanya', 'jual', 'negara', 'donasi', 'negara', 'perintah', 'tdk', 'ambil', 'resiko', 'yg', 'laku', 'duduk']",jadi bulan bahan coba vaksin uji klinis tidak bisa laku singkat butuh proses yang negara produsen tidak vaksin buat jual negara donasi negara perintah tidak ambil risiko yang laku duduk
Sudah punya tiket vaksin online. Kira² bsa vaksin dmna ya min. Lokasi saya di kelurahan pluit. Jakarta utara,sudah punya tiket vaksin online kira² bsa vaksin dmna ya min lokasi saya di kelurahan pluit jakarta utara,sudah punya tiket vaksin online kira² bsa vaksin dmna ya min lokasi saya di kelurahan pluit jakarta utara,"['sudah', 'punya', 'tiket', 'vaksin', 'online', 'kira²', 'bsa', 'vaksin', 'dmna', 'ya', 'min', 'lokasi', 'saya', 'di', 'kelurahan', 'pluit', 'jakarta', 'utara']","['tiket', 'vaksin', 'online', 'kira²', 'bsa', 'vaksin', 'dmna', 'ya', 'min', 'lokasi', 'kelurahan', 'pluit', 'jakarta', 'utara']","['tiket', 'vaksin', 'online', 'kira', 'bsa', 'vaksin', 'dmna', 'ya', 'min', 'lokasi', 'lurah', 'pluit', 'jakarta', 'utara']",tiket vaksin online kira bisa vaksin mana ya admin lokasi kelurahan pluit jakarta utara
Daftar vaksin area malang bukan warga asli mohon informasinya?,daftar vaksin area malang bukan warga asli mohon informasinya,daftar vaksin area malang bukan warga asli mohon informasinya,"['daftar', 'vaksin', 'area', 'malang', 'bukan', 'warga', 'asli', 'mohon', 'informasinya']","['daftar', 'vaksin', 'area', 'malang', 'warga', 'asli', 'mohon', 'informasinya']","['daftar', 'vaksin', 'area', 'malang', 'warga', 'asli', 'mohon', 'informasi']",daftar vaksin area malang warga asli mohon informasi
Ini mau vaksin susah bener.. dmn2 udah tutup pendaftaran klo ngga vaksin udah abis... nohon infonya dong.. yg tersedia dmn?? @kemenkes_ri,ini mau vaksin susah bener dmn udah tutup pendaftaran klo ngga vaksin udah abis nohon infonya dong yg tersedia dmn ,ini mau vaksin susah bener dmn udah tutup pendaftaran klo ngga vaksin udah abis nohon infonya dong yg tersedia dmn ,"['ini', 'mau', 'vaksin', 'susah', 'bener', 'dmn', 'udah', 'tutup', 'pendaftaran', 'klo', 'ngga', 'vaksin', 'udah', 'abis', 'nohon', 'infonya', 'dong', 'yg', 'tersedia', 'dmn']","['vaksin', 'susah', 'bener', 'dmn', 'udah', 'tutup', 'pendaftaran', 'klo', 'ngga', 'vaksin', 'udah', 'abis', 'nohon', 'infonya', 'yg', 'tersedia', 'dmn']","['vaksin', 'susah', 'bener', 'dmn', 'udah', 'tutup', 'daftar', 'klo', 'ngga', 'vaksin', 'udah', 'abis', 'nohon', 'info', 'yg', 'sedia', 'dmn']",vaksin susah benar mana sudah tutup daftar kalau tidak vaksin sudah habis mohon informasi yang sedia mana
