Username,Komentar,Label
adibanatasha_p,@kemenkes_ri apakah aman untuk pemberian dosis vaksin kedua interval 14 hari karena dijadwal saya untuk vaksin dosis kedua hanya 14 hari,Netral
tezaraditya,"Dear kemenkes, untuk mendapat vaksin, saya butuh waktu antre hampir 3 jam dengan untuk mendapatkan vaksin. Di beberapa tempat di daerah saya di Kab Bekasi antrean vaksin bahkan mengabaikan protokol kesehatan, padahal cita-cita vaksin adalah mengurangi potensi penularan, dengan efikasi yang rendah saya malah khawatir akan ada klaster vaksinasi. Di sisi lain, di beberapa wilayah para pejabat kecil macam RT mengutip biaya domisili buat daftar vaksin dan sekadar pendataan. Mohon kiranya kemenkes mengevaluasi vaksinasi bagi kita yang mau di vaksin agar dimudahkan secara administrasi, tidak harus mengantre selama itu, dengan antrean sepanjang itu, apalagi kalau dinodai dengan potensi suap biar dapet jatah cepat. Mohon kiranya sentra vaksinasi dibuat lebih banyak, tidak terpusat di beberapa wilayah agar semua kalangan bisa menjangkau dan tidak harus terlalu banyak effort untuk mensukseskan program yang pemerintah buat. Waktu tunggu 3 jam terlalu lama, ada mereka yang harus meninggalkan anak menyusui di rumah, mereka yang kerja dengan hitungan perjam, atau harus mengurus orang tua di rumah. Terima kasih. Semoga menjadi pertimbangan.",Positif
indriioctavia,"Butuh info min. Di pedulilindungi.id status saya sudah vaksin pertama. Tapi cek sertifikatnya belum ada, belum dapat sms juga. Hubungin email dan 119 juga ngk ada yang bisa. Saya perlu untuk kembali ke kota asal. Saya vaksin tgl 7 kemarin btw. Terimakasih sebelumnya",Positif
an_dwp,"Sedkit sedih, di daerah saya vaksin belum qda, di puskesmas sudah kosong. Tadi saat saya akan mendatar layanan vaksin tetapi tidak ada info secara jelas bagaimana cara mendaftar, jadi akhirnya banyak yang kecewa karena tidak lengkapnya info. Padahal saya ada kepentingan di luar kota sehingga membutuhkan vaksin, jika semisal di stasiun saya takutnya keburu abis. Dan juga stasiun di daerah saya cukup jauh",Negatif
nandharamdhanee,Gmn caranya kalo mau vaksin?,Positif
mellysari90.ms,"Selamat siang, saya mau bertanya soal vaksin. Dari kemarin saya sudah DM tp tidak ada balasan. Tolong di bales DM pak, ibu atau kakak. Terima kasih",Netral
aurelautocar,"stok makin banyak, realisasi di lapangan masih aja ada yg ribet syarat vaksin.. jgn bilang rakyat nya yg blm mau, rata2 udah paham bahkan antusias, mohon perbaiki alur vaksinasi nya agar MUDAH DAN CEPAT",Positif
andikaanugrah23,Min gimana nih saya udah divaksin  sampe sekarang belum juga dapet sertifikatnya @kemenkes_ri,Positif
lindayanti13,CoronaVac sama Sinov itu sama atau beda ya? Nanti vaksin keduanya harus CoronaVac atau boleh Sinovac sih kalo gini?,Netral
ireneeeee131,Saya mendukung vaksinasi??,Positif
akhelois_ackerman,"Syukurlah, semoga segera bisa di distribusikan. Karena sy daftar dimana2 kuota penuh, padahal sudah pengen di vaksin",Positif
qq.sihombing,"Min mau nanya, vaksin pertama saya di simalungun Sumatera Utara, apakah vaksin ke dua harus di Simalungun Sumatera Utara juga ??? Atau vaksin ke dua bisa di lakukan dimana saja?? #semoga di jawab. Makasih min ??",Positif
dirkamite,Says blm vaksinasi umur 50,Netral
yuniaunillah,"Kak min.. maaf mau tanya, kalo sudah vaksin 2x apakah dapat sertifikat?? Kalo iya.. saya tdk dpt SMS/dihubungi apapun dr puskesmas atau yg terkait, pdhl yg lain dapat.",Positif
santih_gunawan,"Min, dibuat jadwal kapan dan daerah mana yg akan divaksin jadi tidak berkerumun dan ribut yg akan tercipta cluster baru",Positif
sarasasti14,saya ini postif ketiga kalipadahal belum sama sekali vaksin dari pertamaini covid 19 pertama itu gejala OTGcovid 19 kedua itu gejala sakitcovid 19 ketiga itu gejala OTGdari ketiga itu hanya keluhan di covid 19 keduacovid pertama dan covid ketiga hanya OTG sehat sehat sajapak tolong bantu saya (,Netral
santidewi695,"Yang sdh dapet giliran vaksin ayo vaksin, yang belom sabar sambil jaga prokes. Jangan mudah emosi. Situasi lagi sulit. Petugas terbatas. Jaga diri dan keluarga. Jangan mudah menyalahkan orang lain. Stay safe all.",Positif
ayufadillah9720,"Ada yang timbul bintik merah terus gatel"" ga setelah vaksin.? Cara sembuhnya gmna selain ke spesialis kulit, ini udah minum sama pake saleb dari dokter ga ilang"" gatelnya sama bintiknya, sekarang malah d suruh ke spesialis kulit, ??",Negatif
ikhwan3229,Antusias warga diancungi jempol dah untuk vaksin,Positif
ikariskawati22,Syarat ikut vaksin setelah terpapar covid apakah ada penjelasannya?,Netral
mrnlstr__,Kalau riwayat asma sama darah rendah gak boleh vaksin ya? Plissss mohon bantuan jawab,Netral
bram_ongirwalu,Vaksin merupakan ikthiar  untuk mengurangi tingkat kesakitan mencegah Kematian ??? .... Pembodohan publik ??,Negatif
pluto_man0912,15 THN juga divaksin ya?,Netral
muhammadihsan5,"Selamat malam @kemenkes_ri, perkenalkan saya Ihsan domisili  ber-KTP Sumatera Barat. Bagaimana saya mendapatkan vaksin sedangkan berdomisili di luar provinsi? Terima kasih",Positif
alun_laraswati,"Selamat malam... Kalo penderita komorbit, hipertensi... Bisa di vaksin??? Pengen vaksin tapi msh ragu Krn sering kambuh",Positif
refliyand,Tiktok byk hoax vaksin blokir sj tolong Kemenkes @kemenkominfo,Netral
banteng_penguasa_bumi,"Tolong segera beri izin vaksin untuk masyarakat dibawah 18th , karena masyarakat terbanyak rata rata masih dibawah 18 th dan mreka yg dibawah 18 th kebanyakan lebih kebanyakan main dan tdk taat prokes @kemenkes_ri",Positif
siskaamelia_w,"Min, mau tanya ko saya vaksin 1 di lokasi A dan dapat info untuk vaksin ke 2 di lokasi B kenapa ya min? Terus saya juga blm dapat sms nya untuk lokasi detail dan jam brapa jadwal vaksin",Netral
winda91972,Ayoo vaksin untuk Indonesia??,Positif
kurrotaaeni_,Apa ibu hamil diperbolehkan vaksin? @kemenkes_ri,Netral
sulaym.id,Dan yg gak kalah penting tiap2 kepala daerah harus mengintruksikan jajarannya agar mengedukasi masyarakat karena masih banyak masyarakat yg gak percaya ada Corona dan gak percaya dgn keamanan vaksin.,Positif
yosi1950irfandi,"Info vaksin astrazeneca dimana min? Di tempat saya gada vaksin jenis itu??, soalnya syarat buat penerbangan harus sudah vaksin jenis tersebut",Positif
irma_satoe,Ayo jember ditambah. Kalo bisa tiap puskesmas diadakan vaksin 1 lagi ??,Positif
aldyw9,Berarti vaksin belum mencukupi  buat semau masyarakat ya ???,Negatif
iwantaho,Saya udah vaksin tpi blum dapat sertifikat vaksin ya dan Gk pernah terima SMS dari nomor 1199,Positif
sheila_shun,Kk bantu jawab ya ... Aku kan udah vaksin tapi di aplikasi leduli nya kok siap di vaksin apa sih maksud nya apa harus di vaksin lagi atau gmna,Positif
indahnurlindah,"SDH vaksinasi tpi ga ada sms yg masuk""sy cek dipeduli lindungi""katanya no KTP n tlpon blm trdaftar vaksinasi,,gmn ini??",Positif
vendiagus,"mohon maaf min,saya vaksin pertama di bulan april,dan vaksin ke dua di bulan mei, dan Di bulan Juni saya Positif Covid-19, dan Di bulan Juli Tepatnya hari ini juga saya mengalami pusing,panas,diare sampai 5hari nggak sembuh"",apakah ini efek dari vaksin itu?...Padahal sebelumnya saya sehat-sehat aja pas ada wabah, Kenapa setelah Vaksin badan saya jadi rentan gini mudah sakit ya????????",Negatif
tyachamocier,Vaksin pertama untuk usia 18+ ke atas,Positif
devioyoung,"Dimana2 di seluruh dunia yg di vaksin itu dimulai dengan health care workers, frontline workers, seniors aka lansia dan Baru masyarakat umum dan anak2 12-18 thn Ke atas paling akhir. Lagi an Tempat vaksin kok sesak ngk ada protokol kesehatan sama sekali, oh Indonesia ku …",Netral
syifaalisseparo,mau menanyakan..kemarin tanggal 19 juli saya sudah melakukan vaksin pertama di holly stadium..tapi setelah saya cek di link nya kok punya saya belum terdaftar..mohon pencerahannya.. ??,Positif
wartin138,Mf saya mau tanya  apakah vaksin yg di sediakan buat ibu hamil  itu udah di uji coba  buat janin dan ibunya,Netral
annisarizkia108,Info vaksin min,Positif
lily_hasan_ah,@kemenkes_ri untuk di Samarinda (KalTim) bagaimana cara daftar vaksinnya?,Positif
ivy23here,Min @kemenkes_ri mau tanya boleh kah vaksin 1 dan vaksin 2 dilakukan di kota yg berbeda?,Netral
alfa.galih.96,"Saya sudah divaksin tp blom dpt SMS  tetangga pd dapet SMS apakah benar klo blom dpt SMS kita tidak bisa cetak sertifikat vaksin, ????",Positif
mhdrizky99,"Min hari ini jadwal vaksin ke dua, lalu saya ke puskesmas tempat saya vaksin pertama, kata pegawai disana vaksin kosong, lantas saya pergi ke tempat lain lalau di tempat lain saya di tolak katanya harus vaksin ke lokasi vaksin pertama, gimana solusinya dong",Positif
arma_herwansyah,"Vaksin pertama berbeda dengan Vaksin kedua.Apakah boleh dan aman vaksin kombinasi seperti ini ?Saya vaksin pertama sinovac, tapi udangan Vaksin kedua tgl 30 besok, terteranya jenis AstraZeneca ?Ini bagaimana ?Tetap ikut vaksin yg kedua, atau jangan ? Pasti aman dan teruji tidak cara vaksin kombinasi seperti ini ?",Netral
rita.hansudi,Klo untuk WNA yg mau kembali ke negara nya hrs punya kartu vaksin gk?,Netral
pankjr17,Vaksin nusantara gmn kabarnya ya?,Netral
madinatul.fadhilah,"Donasi vaksin banyak, tapi aksesibilitas masih sangat rendah. Terlebih di daerah2. Belum lagi penanganan issue anti vaksin yang menyesatkan. Belum lagi kemanjaan2 di level birokrasi tingkat bawah. Banyak masyarakat kita di desa2 mengantri dalam antrian yang berdesakan untuk divaksin, dan pelaksana di daerah jg masih banyak yang birokratis, mengatur tapi tidak cukup efisien. Sehingga yang terjadi pemborosan anggaran pelaksanaan vaksin masal + kerumunan yang justru tdk tertata laksana dengan baik menjadikan penyebaran virus ini lbh parah. Nakes dan tenaga pelaksana dilapangan kalo di desa2 malah ada yang hanya berebut honor dan nasi box .... Orang sehat datang ke tempat vaksin justru malah terpapar. Haduhhh banyak sekali lah kalo kita lihat dan menyaksikan di daerah2 kejadiannya...yang ada malah buat pansos para bupati/walikota/camat/lurahnya...bahwa mereka sdh melaksanakan target nasional...padahal faktanya jauh bangettt dari target... Sudah banyak kejadian. Please contoh saja beberapa negara2 maju dalam pelaksanaan vaksinasi. It is so simple. Tinggal datang ke mall2..atas kesadaran sendiri...pilih vaksinyya...pelayanan juga tertib dan ramah. Itu yang dibutuhkan. Please Indonesiaa...mari berbenah",Negatif
haymadon,"Di jadwalin vaksin ke 2 tgl 10 juli udah sampe Lokasi katanya vaksin habis, harusnya di update infonya",Negatif
aaskarr_,"Tapi sayangnya Di daerah terpencil Masih Banyak Yang blm kebagian vaksin, Ada tapi kuotanya Di batasi bukankah vaksin ini untuk semua rakyat",Negatif
ariza_ociem_laila_assegaf,Di tmpt ku susah cri vaksin,Negatif
sa.firaaaaa,kalo vaksin 1 sama vaksin 2 beda merk bisa ga ya,Netral
khadzi33,msh blm di vaksin nih...??,Negatif
teatealie,Sy mo vaksin ke 2 sinovac tgl 2 agustus bisa di info kemenkes?terima kasih,Positif
denny.sartika,Kakak saya sudah dua x vaksin tp sertifikat blm dapat mohon petunjuk,Positif
dewiemma5758,Saya komorbid hipertensi tdk dpt menggunakan sinovac unt vaksin...kapan yha bisa dapat vaksin yg aman unt kondisi saya,Positif
hartantielisabet,Vaksin ke dua bulan september,Positif
yusranamrullah,Vaksin bahaya ya gaes ingat tdk diperuntukkan untuk imun yg kuat menerima vaksin efek samping demam menggigil smpai seminggu itu vaksin atau mau bunuh org,Negatif
cahaya_dezvina,"yg ada blm vaksin udah ketularan virus duluan, biar vaksin merata, jgn cm orang berduit aja yg di duluin. Kami yg masyarakat kecil juga mau d vaksin. Cb solusinya dari pemerintah gmn biar saat mau daftar vaksin gk memyebabkn kerumunan, atau di data per RT ini misalnya tgl berapa warganya vaksin kan lebih tertib. Ini ma  daftar online klo gk penuh,error', datang langsung dah kaya masa mau demo bejubel.",Negatif
andrienugroho53,Vaksin buat kekebalan tubuh ?  Vaksin buat dapat sertifikat ?,Positif
othie115,"Sedih dengar kabar gudang penyimpan vaksin terbakar, dan tidak hanya 1. Semoga tdk pernah terjadi lagi.",Negatif
bonardo_tarihoran,"Ini gmna ya, kemarin petugas input data salah memasukkan 1 angka no hp jadi SMS sertifikas vaksin dan data di app peduli lindungi GK kebaca. Hub 119 tidak nyambung2. Ada cara lain?",Netral
verena.vina,"Mau tny.  Kalau kita yang ada autoimmune bagaimana ? Tdk boleh Vaksin kan? Tapi gimana kt bs bekerja jika skrg kemana2 hrs ada surat vaksin. Polisi kita blg kita aada autoimmune , mereka tidak percaya.  Dikiranya kita yg tidak mau vaksin. Gimana donk solusinya ?????",Netral
ronal.andi,"Yang udh vaksin kemaren di gbk ko belom dapet sms ya, ??",Positif
kaigenevieve,Hi Admin @kemenkes_ri  untuk surat keterangan tidak bisa menerima vaksin dikeluarkan oleh Dokter apa ya? spesialis yang mana.,Netral
ikhwan3229,Banjarmasin kehabisan vaksin sehingga warga menjadi kesana kesini cari vaksin,Negatif
salsaa_alfh,"Syarat vaksinnya ribet banget min, saya yang tinggal di kabupaten pasuruan ga bisa vaksin karna tidak ada surat keterangan domisili karna ktp luar kabupaten pasuruan..sementara mau ngurus skd kebentur ppkm??????",Negatif
soegramn,sy mau vaksin astra daftarnya gimana ya?,Positif
soegramn,sy mau vaksin astr,Positif
adlaldaaa,"Min, saya baru selesai divaksin rabu kemarin. Pulang vaksin kepala saya pusing, lalu kemarin malam tiba-tiba saya demam, dan hari ini muncul bintik merah sekujur tubuh dan gatal-gatal. Saya mau tanya min, ini efek samping vaksinnya memang begini atau gimana ya min? kira-kira untuk pengajuan keluhan efek samping vaksinnya kemana yaa?",Negatif
suhaeni6924,Banyak yang vaksin d Indonesia tapi hasil positif saya blm berani untuk di vaksin ??,Negatif
suhaeni6924,Daftar CPNS wajib vaksin?,Netral
anyuandi,"Saya sudah vaksin, kenapa belum dapat smsnya ya? Tlp ke 119 ext 9 sulit sekali. Harus menghubungi siapa ? Ribet sekalinya ??",Positif
fitriarlis,Vaksin AZ ada dimana ya untuk daerah jakarta dan tangerang tolong info nya donk???? Makasih,Positif
rim__0815,Kpd yth kemenkes RI bagaimana cara mendaftar vaksin gratis secara online?,Positif
rukatimetta,"Maaf min mau tanya, kalo vaksin ke 2 di tempat berbeda (tidak di tempat yg sama dgn vaksin 1) kira² boleh nggak?",Netral
fitriimmaa,"Vaksin johson and johnson kok blm masuk ya, klo mu beli gimana nggeh caranya",Netral
moch_ademaulidin,"Mengapa vaksinasi kedua di stadion pakansari kemarin belum dapat sertifikat, padahal kartu vaksin tidak diberikan. Apalagi ini sebagai syarat perjalanan?",Negatif
maxedo_2207,Bang minta tolong dong kirimin link daftar vaksin daerah sidoarjo sama surabaya??????,Positif
dirkamite,Buat bulsn juli pendaftaran baru vaksinasi,Positif
melaniprisillia,Kalau salah nama di kartu Vaksin ngeditnya gimana sih,Netral
seo.id.official,"Semoga para petugas vaksin, bisa memberikan vaksin secara merata. Dan setelah masyarakat vaksin tidak adanya gejala apapun, sehat dan bugar. Serta menjalani pola hidup sehat",Positif
rizqiutami7,"Mau tanya donk kalau punya diabet tipe 1  sudah 2 x coba ikut vaksin tapi ga bisa terus karena gulanya tinggi,,sebenernya aman ga sih buat yg diabet ikut vaksin?",Netral
uus_laurenlaura,Saya tinggal tangerang blm di vaksin,Negatif
nden_bei_,Susahnya dapat vaksin +18 tahun kabupaten Mojokerto jawa Timur,Negatif
hotweelsxxs,"HALO ADMIN SAYA MAU VAKSIN TAPI HARUS SESUAI ALAMAT YANG DI KTP, BAGI YANG BERDOMISILI AKAN MENDAPAT BAGIAN JIKA TERSISA. BAGAIMANA INI? SAYA GAK DAPAT DARI KEMARIN, SEDANGKAN ALAMAT YANG SESUAI KTP SAYA JAUH, GAK MUNGKIN SAYA KESANA, KARENA LG PPKM. SAYA YANG ANTUSIAS VAKSIN, DIPERSULIT, BANYAK DARI MEREKA YANG HARUS DIPAKSA VAKSIN LANGSUNG MENDAPATKAN VAKSIN TERSEBUT.",Positif
paman_reyy,"Min, saya ingin bertanya. Kalau nomor hp yang di masukkan pada saat vaksin ternyata sudah tidak aktif. Bagaimana cara saya mendapat sertifikat?",Netral
wijayairiantha,Min bs info loaksi vaksin?,Positif
kiwarasraharjo,Nanti alasan gudang vaksinnkebakaran capek deh p menteri,Negatif
fotuhon_zega,Mau di vaksin atau tdk sma sja.. yg d vaksin malah yg kena terus,Negatif
wcksn_ari,Halloo bisa kasih bantuan gak? Sertifikat vaksin saya tidak muncul di web PeduliLindungi. Saya harus begaimana?,Netral
acentan89,Pengen di vaksin tp tngl di tanggerang ktp jakarta.mau mau vaksin ppkm.trs daftar vaksin tanpa syrat pada penuh gmn donk,Positif
idngag,Hai @kemenkes_ri 119 ga bs di hubungi terus menanyakan vaksin,Negatif
homedressyukk,"saya juga maunya vaksin min,tapi koq susah.daftar online penuh2 mulu, tanya k puskesmas trdkt jwbnnya d puskesmas bkn utk umum..lah terus gimana ??",Positif
marinirotua,Pak kalau sy mau di vaksin astrazaneka dimana dapat nya?di puskesmas atau rs manakah?,Positif
sylviatriana08,"Pak.. Tanya, kapan vaksin utk anak usia sekolah 12 - 17 th. Putra saya usia 16, SMA kls XI. Masuk umum blm bisa, masuk gol usia sekolah bentar lagi mau lewat.",Netral
mamaroyhan,"Maaf mau tanya @kemenkes_ri , kan hari ini sy vaksin pertama, katanya vaksin kedua tanggal 6 Agustus. Sedangkan 7 Agustus sedangkan tanggal itu sy insyaallah belum pulang ke kota sy. Bisa gak sy vaksin keduanya di luar kota?, Dan kalau boleh apa saja syaratnya... Terima kasih",Positif
starly_davina,Saran: buat yang menghindar dari vaksin. Lebih dipersulit lagi kalo mau ngapa2in terutama yg di daerah. Karena untuk kebaikan bersama juga. Di daerah saya banyak yang menolak vaksin ??,Negatif
yunitriwd,Ibu saya sudah vaksin. Ssharusnya di sms kan ya link untuk download sertifikat vaksinnya. Tapi tidak ada sms juga sudah hari ke 2 vaksin ini,Positif
seafood_queenfood,Tolong di jaga kenapa bisa 2  gudang vaksin di jakarta terbakar? Apa tidak ada penjagaan? Bersatu lah saudara ku setanah air. Kita buat Indonesia hijau kembali. Ikutin aturan dan tetap 5 M. Ayo kita lawan COVID-19. Sayangilah diri sendiri da. Keluarga mu.,Positif
annidzafashiha,Apakah boleh vaksin kedua dilakukan di tempat berbeda ? @kemenkes_ri,Netral
ifahnurkhasanah,"Ngadain vaksin di cikarang selatan dong, kami pendatang sulit sekali mendapatkan vaksin, tidak punya ktp atau tidak dekat dengan pak RT tidak dapat, badahl pengin di vaksin??",Positif
brandofthai,Min HBS vaksin demam panas dingin aman kah?,Negatif
novi_aniani,Nama di sertifikat vaksin ngak sesuai ktp aku harus begimana ??,Netral
qayra_athira,"Min ko daerah sampang , Cilacap masih belum ada vaksin pdhal smakin hari semakin banyak yg kena covid dan persyaratan perjalanan jga pakai kartu vaksin jadi masyarakat yg ada keperluan ke luar kota sangat kesulitan",Netral
sri_sumiyaningsih,Daftar vaksin lama banget d puskesmas purnama pontianak....8 hari lom dpanggil2,Negatif
zifauziyah,Semoga distribusinya segera merata hingga ke pelosok nusantara terutama yg faskesnya kurang memadai. Vaksin bs jadi salah satu jalan utk meminimalisasi efek buruk akibat paparan covid.,Positif
curhatan_pekerja,Yuk divaksin ??,Positif
winaoxyplant,Aku sudah vaksin..mau pake apapun merk nya yg penting kita sadar untuk menyelamatkan bangsa...,Positif
silvithalita,"Kakak admin @kemenkes_ri mau tanya, kira2 di wilayah Kab. Bogor ada vaksin lagi kapan ya?",Positif
wardani_restu,Min.. Kab. Malang banyak yg susah mau vaksinasi.. Kuota selalu habis.. Mau ikut kota terkendala domisili..,Negatif
husadanikun,"Jd bulan bulanan bhn percobaan vaksin dari luar, uji klinis tdk bsa di lakukan secara singkat butuh proses dan waktu yg lama, kenapa negara produsen tdk menggunakan sendiri vaksin buatanya? Kenapa malah menjualnya ke negara lain? Kenapa di donasikan ke negara lain? Pertama karena pemerintah di sana tdk mau ambil resiko, kedua ini yg di lakukan penduduknya @worldwidedemonstration",Negatif
riswand_jeft17,Sudah punya tiket vaksin online. Kira² bsa vaksin dmna ya min. Lokasi saya di kelurahan pluit. Jakarta utara,Positif
ahmad_rizqialima,Daftar vaksin area malang bukan warga asli mohon informasinya?,Positif
adi_296,Ini mau vaksin susah bener.. dmn2 udah tutup pendaftaran klo ngga vaksin udah abis... nohon infonya dong.. yg tersedia dmn?? @kemenkes_ri,Negatif
lindaindriani13,"maaf Admin @kemenkes_ri tolong share edukasi tentang vaksin ???? soalnya banyak sekali masyarakat yang gk mau divaksin alasan utama yang paling banyak itu mereka takut vaksin karena berita hoax “vaksin bisa buat meninggal” kebanyakan dilapangan saya lihat seperti itu, kurangnya literasi masyarakat tentang informasi data dan fakta vaksinasi ini menyebab kan mereka mudah sekali termakan hoax yang beredar",Negatif
radden_rama,Kenapa di daera kami tidak ada aktivitas vaksinasi di kab pesisir selatan padang sumbar padahal kita butuh bangat buat terbang knp cuma warga jkrt aja yg di vaksin,Netral
kartuvaksin,"Hallo admin @kemenkes_ri , mohon edukasi donk .. hukum bagi orang yang memalsukan atau meng-edit sertifikat vaksin .. bagi yang tidak vaksin tapi mau punya sertifikat vaksin ?? tolong edukasi hukumannya , supaya bisa terinformasikan bagi temen"" juga ??",Netral
pratama_rendy_071,"Maaf sist mau nnya tempat yg menyediakan vaksin dimana yea, saya masih awaam soal vaksin, terima kasi sblumnya",Positif
koeaceng62,Mohon info ..tentang pelaksanaan Vaksin..bagi siapa aja yg boleh dan siapa aja yg tdk di berikan vaksin ?? Mohon penjelasan bagi yg penyakit bawaan  bgmana ?  Ini penting untuk keselamatan.. mohon kpd Dinas Kesehatan di tunggu jawabannya..trmks,Positif
riamartinn,"Min mau tanya dong, klo untk WNA visa penyatuan keluarga itu bisa ikut vaksin gk? dn NIKnya jg ada dri surat keteranagn domisili kab. bogor",Netral
dedecoebil,Min mohon infonya masalah vaksinasi di sumedang apakah ada program di bulan juli untuk umum/lansia,Positif
rahelcitra,"Pak,disaat masyarakat ingin vaksin tapi vaksinya tak tersedia. Di wilayah rumah saya semua udah ikuti vaksin pertama dan tiba vaksin kedua tak tersedia dengan alasan vaksin habis. Padahal masyarakat di wilayah rumah saya udah sadar akan perlunya vaksin dan pada akhirnya kecewa karna vaksinnya habis. Itu benaran habis atau engga sih?? TOLONG DI PERJELAS!!!!!!!!!!!",Negatif
adista923,Mau vaksin pun susah amat udh ke puskesmas malah di arah kan ke RS  sudah ke RS pun kata nya blm nerima vaksin buat umum  GMna sie ribet amat,Negatif
safitriftr_,Guys. Ada yg tau info vaksin di Bintaro?,Positif
rama.winoto,di Banyumas belum semuanya di vaksin.. Belum merata lagi masih terpusat di kota saja.. Di desa / kelurahan belum ada program vaksinasi terbaru masih untuk lansia saja,Negatif
un_staggram,Info vaksin untuk umum tanpa syarat KTP domisili daerah Kalimantan Selatan,Positif
gun670gun,Info vaksin samarinda,Positif
yap_lena,Mau ty... Sy mau vaksin ke2 di puskesmas yg sama tp kty vaksin nya habis... Apa oke kalo vaksin ke2 nya telat dr jadwal kah? Tq sblmnya,Positif
gatot_sarbini,Mencegah kematian setelah vaksin salah itu mati itu takdir??,Negatif
yuliyantimirta,Just info . Kalau mau vaksin buka IG puskesmas masing masing daerah dan buka aplikasi Halodoc bisa daftar vaksin untuk daerah masing2,Positif
christinebachrie,"@kemenkes_ri jadwal vaksin ke2 dari kemarin, sampai hari ini masih kosong vaksinnya ????",Negatif
graceyuniaa,semoga vaksin tidak hanya sekadar vaksin,Positif
fadhilahhayati17,"May Tanya! Mana Tau Ada yg bisa memberikan solusi.Saya mau bepergian ni. Tapi,  Saya blm dapat panggilan vaksinasi di puskesmas daerah Saya. Ketika Saya Tau kalau dibandara itu harus memiliki sertifikat vaksinasi. Nah, ketika Saya ingin mengurus Suntik vaksin ke puskesmas, pegawai puskesmas berkata vaksin nya habis. Sedangkan waktu tiket Saya 3 Hari lagi penerbangannya yg Sudah Saya booking seminggu yg lalu. Mohon dong solusinya mas, mbak????. Mana Tau memiliki mason yg sama dengan saya ??",Netral
moch_syahrulrizki,"Mau vaksin aja susah saya, di tolak??",Negatif
wike.susana,Saya sdh di vaksin tp ttp aja kena,Negatif
bakso_iga_podomoro,Saya dr senin 7 juni bangun jam 5 buat antri vaksin. Jam 6 sdh di tmp yg ngadain vaksin. Tpga dpt2 krn ktp sy jkt tgl di yogya. Dl pake srt domisili bisa. Skg ga di terima. Cari2 di rs2 udh pada tutup pelayanan vaksin. Org2 kena php kyk saya. Dpt broadcast ada vaksin lari ke sana ke mari sampe sana zonk. Ktp luar jd anak tiri. Saya rasa terjadi di semua daerah. Gmn di jabodetabek yg byk org luar?. 5 hari saya kejar2 tuh vaksin ga dapat2. Sampe belain bangun jam 5 pagi. Susah amat.. Kyk berburu hantu aja. Saya rasa hantu lbh mudah ketemu. Krn muncul sendiri.saya jd males udah cape kena php. Mau vaksin aja ribetnya setengah mati. Gmn mau sukses vaksinasi 2jt org/hari kl pelayanan aja kyk gini. Org2 mau di vaksin tp birokrasinya + sistemnya ribetnya setengah mati.,Negatif
wati_naomi,Min.. Tolong infokan lokasi vaksin gratis. Daftar on line ngga bisa. Khususnya wilayah kab Tangerang,Positif
_nanisinaga,"Info pendaftaran vaksin online yang stay di Jakarta tapi ktp nonjkt dong, thanks",Positif
tujuhjuly,Bagus komentarnya pada mau di vaksin,Positif
yurikesaba873,Semoga nanti pas udh bisa di vaksin aku dapat pfizer ??????,Positif
m.arif_rahman03,"Jangan segan untuk segera vaksinasi !! Ada apa nya yg segan, aku aja orang perantauan pingin vaksinasi d persulit ..",Positif
reyhandc,Kapan vaksin pfizer dan moderna datang min????,Netral
chironiia,@kemenkes_ri Vaksin dpt hb hib untuk Bayi tolonh di datangkan,Netral
agusm3092,"Perbanyak lagi petugas saat pemberian vaksin dilapangan, jika kekurangan nakes jgn malu ajak warga yg kooperatif buat ngatur org yg divaksin.. biar tetap teratur, lancar dan tidak berkerumun ..",Positif
latiifsulaiman,@kemenkes_ri kalo vaksin Pfizer kapan ya??,Netral
widardf,Vaksin boleh buat ibu hamil itu udah ada rilis resminya dari kemenkes blm sih?,Netral
wibawabagas,Pengen d vaksin tp selalu KTP yg dtanyakn,Positif
hanist__,Jadi kapan Az akan mulai dilakhkan vaksinasi ya min?,Positif
fitri_febriy21,"kemaren aku abis vaksin astrazeneca dosis 1 tp seminggu setelah vaksin malah positif covid, ada yg bilang vaksin dosis ke 2 nya di berikan setelah 3 bulan, maksudnya 3 bulan itu, 3 bulan setelah vaksin pertama atau setelah di sembuh/negatif covid ??",Positif
fy_rurinda,"mohon info vaksin utk jenis astra zeneca,  sbab sy blm bisa mendapatkan vaksin ke 2 dr jenis astra zeneca. @kemenkes_ri",Positif
dhira.shaqueena,"saya ibu rumah tangga dan ibu menyusui yang sudah vaksin sinovac, alhamdulillah tidak merasakan apa apa dan sehat walafiat sampai sekarang,  malah lebih percaya diri aja karena sang bayi nempel mulu. Malahan kalau boleh di bilang lebih sakit dulu ketika di suntik KB sebulan sekali.  Buat ibu ibu hayu semangat untuk vaksin,  sayangi anak anak kita. ??",Positif
awaliah1006,"Semua vaksin tetep ada plus minus nya, semua brand2 produk pun bakal ngomong mereka nomer 1 tpi ga ada yg sempurna, blm ada vaksin yg menjamin 100 persen kebal virus, selagi ada kesempatan utk di vaksin, ayoo segera, kita ga tau kapan sakit, kita ga tau kapan mati",Positif
smjanti1306,Saat ini tempat vaksin AstraZeneca yg di Jakarta di mana ya ?,Positif
